ward_id,ward_name,year,month,date,rainfall_mm,avg_temp_c,groundwater_depth_m,tanker_price_inr,population_density,complaint_count,risk_score,risk_label
24,Nagarbhavi,2024,10,2024-10-01,123.7,21.7,13.74,898.0,15321,20,41.3,Medium
24,Nagarbhavi,2024,11,2024-11-01,45.2,20.3,13.82,922.0,14449,18,38.3,Medium
24,Nagarbhavi,2024,12,2024-12-01,9.3,19.1,13.9,949.0,14113,28,45.8,Medium
24,Nagarbhavi,2025,1,2025-01-01,3.1,20.3,13.94,947.0,14568,23,36.6,Medium
24,Nagarbhavi,2025,2,2025-02-01,5.7,20.9,14.0,921.0,13734,21,46.0,Medium
24,Nagarbhavi,2025,3,2025-03-01,10.5,24.3,14.21,1551.0,14323,37,69.6,High
24,Nagarbhavi,2025,4,2025-04-01,32.1,28.5,14.34,1488.0,14507,33,71.4,High
24,Nagarbhavi,2025,5,2025-05-01,74.4,30.1,14.47,1515.0,13720,44,81.2,Critical
24,Nagarbhavi,2025,6,2025-06-01,79.2,29.8,14.54,980.0,13927,17,37.7,Medium
24,Nagarbhavi,2025,7,2025-07-01,96.2,30.7,14.56,997.0,14562,27,46.1,Medium
24,Nagarbhavi,2025,8,2025-08-01,93.5,28.1,14.31,980.0,14045,22,47.2,Medium
24,Nagarbhavi,2025,9,2025-09-01,139.4,24.6,14.05,921.0,15079,23,42.0,Medium
24,Nagarbhavi,2025,10,2025-10-01,113.5,21.0,13.82,957.0,13438,26,46.8,Medium
24,Nagarbhavi,2025,11,2025-11-01,38.5,19.6,13.83,956.0,15015,28,52.9,Medium
24,Nagarbhavi,2025,12,2025-12-01,10.3,18.8,13.86,901.0,14420,19,39.3,Medium
24,Nagarbhavi,2026,1,2026-01-01,3.6,19.4,13.92,972.0,14883,25,32.9,Medium
24,Nagarbhavi,2026,2,2026-02-01,5.6,21.7,13.94,984.0,13927,28,48.0,Medium
24,Nagarbhavi,2026,3,2026-03-01,10.8,25.2,14.14,1534.0,13596,31,71.0,High
24,Nagarbhavi,2026,4,2026-04-01,39.2,27.4,14.31,1498.0,14663,34,69.8,High
24,Nagarbhavi,2026,5,2026-05-01,87.1,29.7,14.46,1556.0,14870,37,76.1,Critical
24,Nagarbhavi,2026,6,2026-06-01,76.9,30.5,14.51,938.0,13973,21,44.1,Medium
25,Peenya,2024,7,2024-07-01,91.0,30.4,15.26,976.0,15119,20,35.0,Medium
25,Peenya,2024,8,2024-08-01,100.6,27.5,15.05,996.0,15134,19,51.5,Medium
25,Peenya,2024,9,2024-09-01,124.6,24.0,14.79,1012.0,14591,18,43.3,Medium
25,Peenya,2024,10,2024-10-01,108.5,20.9,14.56,1012.0,14948,24,53.8,Medium
25,Peenya,2024,11,2024-11-01,45.8,20.5,14.64,980.0,14598,20,43.4,Medium
25,Peenya,2024,12,2024-12-01,10.7,18.4,14.64,976.0,14752,20,33.0,Medium
25,Peenya,2025,1,2025-01-01,2.7,19.1,14.64,932.0,15714,28,49.0,Medium
25,Peenya,2025,2,2025-02-01,6.2,22.0,14.69,991.0,13857,19,39.5,Medium
25,Peenya,2025,3,2025-03-01,13.5,25.7,14.85,1600.0,14273,40,66.9,High
25,Peenya,2025,4,2025-04-01,42.0,28.0,15.0,1551.0,13933,33,61.4,High
25,Peenya,2025,5,2025-05-01,103.2,30.6,15.23,1607.0,15346,40,74.8,High
25,Peenya,2025,6,2025-06-01,89.7,31.0,15.3,1008.0,15642,23,40.8,Medium
25,Peenya,2025,7,2025-07-01,83.0,29.1,15.31,940.0,14987,30,51.4,Medium
25,Peenya,2025,8,2025-08-01,94.0,27.5,15.13,980.0,13739,28,48.0,Medium
25,Peenya,2025,9,2025-09-01,129.6,25.2,14.94,931.0,15583,24,46.5,Medium
25,Peenya,2025,10,2025-10-01,147.6,21.4,14.77,987.0,15540,24,35.9,Medium
25,Peenya,2025,11,2025-11-01,48.1,20.4,14.79,940.0,14219,25,36.4,Medium
25,Peenya,2025,12,2025-12-01,8.2,19.7,14.85,988.0,14948,27,52.9,Medium
25,Peenya,2026,1,2026-01-01,2.7,19.6,14.91,972.0,15691,29,59.9,High
25,Peenya,2026,2,2026-02-01,6.4,22.8,15.0,953.0,14164,25,38.6,Medium
25,Peenya,2026,3,2026-03-01,13.4,24.8,15.18,1568.0,14507,41,67.6,High
25,Peenya,2026,4,2026-04-01,42.6,28.2,15.36,1593.0,13744,35,69.1,High
25,Peenya,2026,5,2026-05-01,82.7,30.3,15.51,1585.0,14194,39,80.2,Critical
25,Peenya,2026,6,2026-06-01,72.6,30.8,15.53,1008.0,14465,29,49.6,Medium
26,Yeshwanthpur,2024,7,2024-07-01,72.8,30.0,12.9,882.0,13060,16,33.1,Medium
26,Yeshwanthpur,2024,8,2024-08-01,104.4,27.0,12.71,883.0,14131,16,30.7,Medium
26,Yeshwanthpur,2024,9,2024-09-01,187.7,25.4,12.49,934.0,14091,17,26.2,Low
26,Yeshwanthpur,2024,10,2024-10-01,137.5,21.5,12.28,863.0,14148,20,31.6,Medium
26,Yeshwanthpur,2024,11,2024-11-01,45.3,19.2,12.31,914.0,14384,17,22.8,Low
26,Yeshwanthpur,2024,12,2024-12-01,8.7,19.4,12.4,880.0,13672,22,31.7,Medium
26,Yeshwanthpur,2025,1,2025-01-01,3.7,19.2,12.46,910.0,13993,25,30.5,Medium
26,Yeshwanthpur,2025,2,2025-02-01,6.2,22.0,12.47,878.0,14135,18,34.5,Medium
26,Yeshwanthpur,2025,3,2025-03-01,12.9,25.4,12.6,1430.0,12976,33,53.5,Medium
26,Yeshwanthpur,2025,4,2025-04-01,34.6,28.0,12.75,1464.0,14246,33,63.3,High
26,Yeshwanthpur,2025,5,2025-05-01,107.7,29.7,12.89,1428.0,13976,37,62.9,High
26,Yeshwanthpur,2025,6,2025-06-01,85.4,29.9,12.9,883.0,12648,25,34.5,Medium
26,Yeshwanthpur,2025,7,2025-07-01,69.7,29.7,12.97,883.0,13045,15,37.4,Medium
26,Yeshwanthpur,2025,8,2025-08-01,124.1,27.3,12.72,896.0,13773,15,30.0,Medium
26,Yeshwanthpur,2025,9,2025-09-01,132.5,25.0,12.53,896.0,13472,26,42.3,Medium
26,Yeshwanthpur,2025,10,2025-10-01,123.3,21.6,12.35,928.0,12874,21,37.9,Medium
26,Yeshwanthpur,2025,11,2025-11-01,48.4,19.6,12.39,924.0,13139,18,30.2,Medium
26,Yeshwanthpur,2025,12,2025-12-01,11.2,18.6,12.42,886.0,13127,13,28.1,Low
26,Yeshwanthpur,2026,1,2026-01-01,3.8,19.2,12.46,862.0,14364,26,30.5,Medium
26,Yeshwanthpur,2026,2,2026-02-01,5.5,21.6,12.48,885.0,12534,18,34.4,Medium
26,Yeshwanthpur,2026,3,2026-03-01,12.9,24.5,12.62,1489.0,13299,33,55.1,High
26,Yeshwanthpur,2026,4,2026-04-01,36.7,27.2,12.82,1514.0,14135,37,61.2,High
26,Yeshwanthpur,2026,5,2026-05-01,100.3,30.5,12.99,1515.0,12885,32,60.1,High
26,Yeshwanthpur,2026,6,2026-06-01,83.1,30.2,13.04,895.0,12559,14,28.5,Low
27,CV Raman Nagar,2024,7,2024-07-01,66.7,29.6,14.76,992.0,14786,21,48.6,Medium
27,CV Raman Nagar,2024,8,2024-08-01,96.1,27.5,14.57,1014.0,15247,30,49.5,Medium
27,CV Raman Nagar,2024,9,2024-09-01,169.0,25.8,14.31,985.0,14463,26,37.1,Medium
27,CV Raman Nagar,2024,10,2024-10-01,142.2,22.5,14.12,915.0,15856,23,41.6,Medium
27,CV Raman Nagar,2024,11,2024-11-01,42.3,20.2,14.13,949.0,15862,26,52.8,Medium
27,CV Raman Nagar,2024,12,2024-12-01,9.3,19.3,14.16,936.0,15578,20,47.2,Medium
27,CV Raman Nagar,2025,1,2025-01-01,3.2,19.2,14.22,925.0,16095,31,42.6,Medium
27,CV Raman Nagar,2025,2,2025-02-01,5.4,22.2,14.26,923.0,14872,21,49.6,Medium
27,CV Raman Nagar,2025,3,2025-03-01,9.6,24.0,14.47,1536.0,15512,39,71.6,High
27,CV Raman Nagar,2025,4,2025-04-01,30.8,27.1,14.66,1589.0,16314,43,74.4,High
27,CV Raman Nagar,2025,5,2025-05-01,91.3,30.5,14.87,1517.0,14785,47,81.5,Critical
27,CV Raman Nagar,2025,6,2025-06-01,82.0,31.5,14.91,942.0,15698,24,36.2,Medium
27,CV Raman Nagar,2025,7,2025-07-01,90.6,30.1,14.96,953.0,15714,22,34.5,Medium
27,CV Raman Nagar,2025,8,2025-08-01,96.3,28.4,14.71,1001.0,16149,27,43.2,Medium
27,CV Raman Nagar,2025,9,2025-09-01,129.8,24.5,14.47,948.0,14321,28,48.8,Medium
27,CV Raman Nagar,2025,10,2025-10-01,110.7,21.0,14.29,985.0,14798,29,54.2,Medium
27,CV Raman Nagar,2025,11,2025-11-01,43.9,19.5,14.34,958.0,15423,27,42.7,Medium
27,CV Raman Nagar,2025,12,2025-12-01,9.9,18.1,14.39,916.0,15990,21,45.0,Medium
27,CV Raman Nagar,2026,1,2026-01-01,2.8,19.7,14.4,967.0,15993,28,51.0,Medium
27,CV Raman Nagar,2026,2,2026-02-01,6.8,21.4,14.44,972.0,14462,31,42.4,Medium
27,CV Raman Nagar,2026,3,2026-03-01,11.8,25.7,14.58,1573.0,14441,42,83.1,Critical
27,CV Raman Nagar,2026,4,2026-04-01,34.3,27.7,14.78,1584.0,14852,35,66.2,High
27,CV Raman Nagar,2026,5,2026-05-01,80.0,31.0,15.01,1520.0,15770,41,72.2,High
27,CV Raman Nagar,2026,6,2026-06-01,75.5,30.4,15.07,945.0,15818,25,39.6,Medium
28,Indiranagar,2024,7,2024-07-01,81.7,29.7,13.13,967.0,12134,13,30.4,Medium
28,Indiranagar,2024,8,2024-08-01,105.5,26.9,12.95,918.0,12505,15,39.4,Medium
28,Indiranagar,2024,9,2024-09-01,153.4,24.3,12.75,912.0,13252,19,34.7,Medium
28,Indiranagar,2024,10,2024-10-01,123.9,22.1,12.56,889.0,13723,17,30.7,Medium
28,Indiranagar,2024,11,2024-11-01,51.0,20.4,12.61,917.0,13787,15,22.8,Low
28,Indiranagar,2024,12,2024-12-01,9.3,19.3,12.6,947.0,13179,15,33.6,Medium
28,Indiranagar,2025,1,2025-01-01,3.5,20.3,12.61,869.0,12511,13,23.0,Low
28,Indiranagar,2025,2,2025-02-01,7.1,21.1,12.68,876.0,12600,23,35.9,Medium
28,Indiranagar,2025,3,2025-03-01,13.9,25.2,12.82,1505.0,13179,33,63.8,High
28,Indiranagar,2025,4,2025-04-01,40.0,27.2,13.01,1488.0,11957,27,59.0,High
28,Indiranagar,2025,5,2025-05-01,89.6,30.4,13.17,1524.0,13540,29,62.9,High
28,Indiranagar,2025,6,2025-06-01,84.6,29.6,13.24,919.0,12410,12,27.9,Low
28,Indiranagar,2025,7,2025-07-01,75.5,29.8,13.25,886.0,13263,16,33.4,Medium
28,Indiranagar,2025,8,2025-08-01,115.5,27.6,13.0,904.0,12589,13,20.2,Low
28,Indiranagar,2025,9,2025-09-01,167.5,23.7,12.75,877.0,12804,21,25.2,Low
28,Indiranagar,2025,10,2025-10-01,120.1,21.7,12.52,928.0,12192,19,39.5,Medium
28,Indiranagar,2025,11,2025-11-01,43.1,18.5,12.59,897.0,13648,12,31.6,Medium
28,Indiranagar,2025,12,2025-12-01,10.0,18.3,12.61,925.0,11848,15,37.6,Medium
28,Indiranagar,2026,1,2026-01-01,3.6,20.4,12.65,881.0,11890,22,26.3,Low
28,Indiranagar,2026,2,2026-02-01,6.6,22.1,12.72,879.0,11909,23,41.6,Medium
28,Indiranagar,2026,3,2026-03-01,14.6,25.2,12.84,1493.0,12023,32,46.9,Medium
28,Indiranagar,2026,4,2026-04-01,34.8,27.7,12.98,1482.0,12317,32,66.0,High
28,Indiranagar,2026,5,2026-05-01,82.8,30.2,13.11,1493.0,13127,27,55.1,High
28,Indiranagar,2026,6,2026-06-01,75.5,31.2,13.16,884.0,13110,11,27.1,Low
29,Ulsoor,2024,7,2024-07-01,97.6,30.1,12.06,853.0,13175,18,18.3,Low
29,Ulsoor,2024,8,2024-08-01,108.5,28.5,11.79,876.0,13174,17,22.3,Low
29,Ulsoor,2024,9,2024-09-01,165.4,24.5,11.6,842.0,11935,17,21.7,Low
29,Ulsoor,2024,10,2024-10-01,134.2,20.9,11.35,869.0,12690,13,30.6,Medium
29,Ulsoor,2024,11,2024-11-01,47.9,20.0,11.4,923.0,13221,20,20.9,Low
29,Ulsoor,2024,12,2024-12-01,10.6,18.1,11.41,925.0,12754,11,19.7,Low
29,Ulsoor,2025,1,2025-01-01,4.0,19.6,11.46,859.0,11921,12,23.6,Low
29,Ulsoor,2025,2,2025-02-01,7.9,21.2,11.5,858.0,11717,17,24.6,Low
29,Ulsoor,2025,3,2025-03-01,14.7,24.2,11.69,1430.0,11711,38,60.7,High
29,Ulsoor,2025,4,2025-04-01,34.4,28.4,11.9,1418.0,12555,37,54.9,Medium
29,Ulsoor,2025,5,2025-05-01,89.7,30.5,12.09,1470.0,13200,30,54.9,Medium
29,Ulsoor,2025,6,2025-06-01,81.1,31.4,12.17,948.0,11988,20,25.7,Low
29,Ulsoor,2025,7,2025-07-01,77.6,30.3,12.22,882.0,12574,13,24.0,Low
29,Ulsoor,2025,8,2025-08-01,120.5,27.3,12.0,898.0,12445,18,29.2,Low
29,Ulsoor,2025,9,2025-09-01,158.2,25.3,11.77,858.0,11827,10,26.2,Low
29,Ulsoor,2025,10,2025-10-01,116.0,21.1,11.53,913.0,13416,20,27.2,Low
29,Ulsoor,2025,11,2025-11-01,54.9,20.3,11.61,889.0,12090,16,16.2,Low
29,Ulsoor,2025,12,2025-12-01,10.1,17.6,11.67,880.0,12066,18,31.4,Medium
29,Ulsoor,2026,1,2026-01-01,3.6,19.4,11.74,922.0,12481,16,30.7,Medium
29,Ulsoor,2026,2,2026-02-01,5.9,22.5,11.79,884.0,12910,17,31.8,Medium
29,Ulsoor,2026,3,2026-03-01,13.6,23.7,11.93,1427.0,12049,36,54.4,Medium
29,Ulsoor,2026,4,2026-04-01,38.1,27.8,12.06,1444.0,11724,36,57.6,High
29,Ulsoor,2026,5,2026-05-01,103.1,29.0,12.25,1494.0,12832,27,49.4,Medium
29,Ulsoor,2026,6,2026-06-01,81.3,29.9,12.3,929.0,11844,16,25.0,Low
30,Shivajinagar,2024,7,2024-07-01,99.6,30.3,12.76,881.0,11548,15,20.5,Low
30,Shivajinagar,2024,8,2024-08-01,114.5,27.3,12.56,915.0,13220,14,25.0,Low
30,Shivajinagar,2024,9,2024-09-01,181.4,25.4,12.33,924.0,11620,21,23.4,Low
30,Shivajinagar,2024,10,2024-10-01,150.0,21.4,12.08,929.0,12213,18,20.4,Low
30,Shivajinagar,2024,11,2024-11-01,42.0,18.7,12.13,879.0,12237,21,34.7,Medium
30,Shivajinagar,2024,12,2024-12-01,8.7,19.3,12.15,913.0,12271,15,25.6,Low
30,Shivajinagar,2025,1,2025-01-01,3.6,18.8,12.19,917.0,12435,20,21.9,Low
30,Shivajinagar,2025,2,2025-02-01,6.1,21.8,12.18,940.0,12654,20,31.9,Medium
30,Shivajinagar,2025,3,2025-03-01,15.0,23.6,12.34,1421.0,12664,32,52.8,Medium
30,Shivajinagar,2025,4,2025-04-01,40.6,28.1,12.48,1455.0,12478,37,51.9,Medium
30,Shivajinagar,2025,5,2025-05-01,89.5,29.5,12.63,1422.0,12175,32,54.5,Medium
30,Shivajinagar,2025,6,2025-06-01,72.6,30.9,12.65,919.0,12369,18,36.4,Medium
30,Shivajinagar,2025,7,2025-07-01,75.7,30.2,12.7,966.0,12287,18,43.4,Medium
30,Shivajinagar,2025,8,2025-08-01,132.6,27.1,12.48,894.0,12371,22,24.6,Low
30,Shivajinagar,2025,9,2025-09-01,145.0,24.7,12.25,919.0,12305,12,31.1,Medium
30,Shivajinagar,2025,10,2025-10-01,149.9,22.5,11.97,852.0,12571,11,24.6,Low
30,Shivajinagar,2025,11,2025-11-01,53.0,20.3,11.99,883.0,12441,18,16.0,Low
30,Shivajinagar,2025,12,2025-12-01,9.4,18.1,12.06,882.0,12333,14,20.3,Low
30,Shivajinagar,2026,1,2026-01-01,3.7,19.0,12.12,915.0,11378,12,19.7,Low
30,Shivajinagar,2026,2,2026-02-01,6.6,21.9,12.2,935.0,12611,16,32.1,Medium
30,Shivajinagar,2026,3,2026-03-01,14.9,24.6,12.35,1483.0,12148,34,58.8,High
30,Shivajinagar,2026,4,2026-04-01,36.6,28.0,12.5,1464.0,11737,33,64.3,High
30,Shivajinagar,2026,5,2026-05-01,108.9,29.4,12.72,1447.0,11382,37,57.5,High
30,Shivajinagar,2026,6,2026-06-01,92.8,30.7,12.74,928.0,13049,19,30.9,Medium
31,Domlur,2024,7,2024-07-01,70.5,29.7,12.95,898.0,13184,25,37.3,Medium
31,Domlur,2024,8,2024-08-01,102.3,26.9,12.75,947.0,14107,18,27.3,Low
31,Domlur,2024,9,2024-09-01,159.8,24.7,12.49,955.0,13745,19,37.4,Medium
31,Domlur,2024,10,2024-10-01,118.2,22.4,12.3,951.0,13633,14,36.4,Medium
31,Domlur,2024,11,2024-11-01,45.9,19.9,12.34,859.0,14145,22,33.4,Medium
31,Domlur,2024,12,2024-12-01,8.7,18.6,12.34,910.0,13598,17,35.6,Medium
31,Domlur,2025,1,2025-01-01,3.2,20.2,12.36,878.0,12833,17,29.9,Low
31,Domlur,2025,2,2025-02-01,5.9,21.0,12.38,861.0,13526,19,29.3,Low
31,Domlur,2025,3,2025-03-01,12.0,24.3,12.52,1481.0,12847,31,52.3,Medium
31,Domlur,2025,4,2025-04-01,39.6,27.3,12.68,1430.0,13221,36,52.1,Medium
31,Domlur,2025,5,2025-05-01,78.3,29.7,12.82,1483.0,13466,38,71.5,High
31,Domlur,2025,6,2025-06-01,83.7,30.3,12.9,944.0,13622,20,40.5,Medium
31,Domlur,2025,7,2025-07-01,92.3,29.8,12.9,954.0,14119,19,30.2,Medium
31,Domlur,2025,8,2025-08-01,117.2,28.1,12.67,890.0,12728,24,34.4,Medium
31,Domlur,2025,9,2025-09-01,184.3,24.4,12.46,928.0,13858,24,29.7,Low
31,Domlur,2025,10,2025-10-01,112.8,21.6,12.22,902.0,12622,23,40.2,Medium
31,Domlur,2025,11,2025-11-01,40.4,18.7,12.29,937.0,12932,21,42.0,Medium
31,Domlur,2025,12,2025-12-01,10.3,18.5,12.33,920.0,13376,25,33.1,Medium
31,Domlur,2026,1,2026-01-01,3.2,20.1,12.38,938.0,13151,23,37.2,Medium
31,Domlur,2026,2,2026-02-01,6.1,22.0,12.38,953.0,13428,19,36.9,Medium
31,Domlur,2026,3,2026-03-01,12.5,24.8,12.58,1431.0,14192,29,48.8,Medium
31,Domlur,2026,4,2026-04-01,42.3,28.2,12.74,1469.0,13600,29,57.7,High
31,Domlur,2026,5,2026-05-01,105.8,30.7,12.93,1427.0,12573,30,52.2,Medium
31,Domlur,2026,6,2026-06-01,77.2,30.8,12.94,942.0,12913,20,42.2,Medium
32,Sarjapur Road,2024,7,2024-07-01,85.3,30.3,17.32,1017.0,16779,27,61.5,High
32,Sarjapur Road,2024,8,2024-08-01,89.9,27.5,17.09,1014.0,17698,28,63.2,High
32,Sarjapur Road,2024,9,2024-09-01,155.1,24.9,16.91,1059.0,17070,36,59.8,High
32,Sarjapur Road,2024,10,2024-10-01,106.5,22.0,16.69,1022.0,17925,33,58.5,High
32,Sarjapur Road,2024,11,2024-11-01,37.7,20.9,16.79,985.0,18595,36,58.0,High
32,Sarjapur Road,2024,12,2024-12-01,7.1,18.2,16.87,1020.0,17473,40,65.0,High
32,Sarjapur Road,2025,1,2025-01-01,3.1,19.8,16.92,1052.0,17809,33,56.2,High
32,Sarjapur Road,2025,2,2025-02-01,5.8,22.3,16.98,1010.0,16972,35,64.3,High
32,Sarjapur Road,2025,3,2025-03-01,12.4,24.7,17.17,1638.0,17692,47,95.1,Critical
32,Sarjapur Road,2025,4,2025-04-01,33.3,28.6,17.32,1651.0,17981,44,93.1,Critical
32,Sarjapur Road,2025,5,2025-05-01,95.2,31.4,17.54,1658.0,16756,54,85.7,Critical
32,Sarjapur Road,2025,6,2025-06-01,67.6,31.7,17.64,999.0,17867,37,63.4,High
32,Sarjapur Road,2025,7,2025-07-01,58.6,30.1,17.73,1040.0,17625,33,73.8,High
32,Sarjapur Road,2025,8,2025-08-01,90.5,29.1,17.55,1018.0,16671,39,72.7,High
32,Sarjapur Road,2025,9,2025-09-01,149.7,25.3,17.3,1030.0,16938,28,65.1,High
32,Sarjapur Road,2025,10,2025-10-01,130.0,22.4,17.07,985.0,17611,38,57.6,High
32,Sarjapur Road,2025,11,2025-11-01,33.5,19.6,17.16,980.0,16823,29,64.4,High
32,Sarjapur Road,2025,12,2025-12-01,7.4,19.1,17.25,1007.0,18002,33,71.3,High
32,Sarjapur Road,2026,1,2026-01-01,3.3,19.7,17.27,996.0,18468,29,55.2,High
32,Sarjapur Road,2026,2,2026-02-01,6.9,22.7,17.3,1027.0,17875,30,59.2,High
32,Sarjapur Road,2026,3,2026-03-01,10.1,25.5,17.52,1622.0,16935,47,90.6,Critical
32,Sarjapur Road,2026,4,2026-04-01,35.7,28.7,17.71,1657.0,18011,48,85.8,Critical
32,Sarjapur Road,2026,5,2026-05-01,91.4,29.4,17.95,1673.0,17957,55,98.9,Critical
32,Sarjapur Road,2026,6,2026-06-01,55.3,32.0,18.02,1096.0,17464,39,82.6,Critical
33,Varthur,2024,7,2024-07-01,66.1,29.5,16.98,1014.0,17786,36,70.1,High
33,Varthur,2024,8,2024-08-01,98.4,27.5,16.76,1038.0,16600,33,63.4,High
33,Varthur,2024,9,2024-09-01,157.7,24.2,16.5,973.0,17132,29,48.8,Medium
33,Varthur,2024,10,2024-10-01,102.1,21.2,16.25,1050.0,17553,37,74.1,High
33,Varthur,2024,11,2024-11-01,42.5,20.4,16.27,1042.0,16500,34,65.9,High
33,Varthur,2024,12,2024-12-01,9.0,20.1,16.37,1029.0,16747,32,65.8,High
33,Varthur,2025,1,2025-01-01,3.1,20.8,16.41,1003.0,18047,36,57.2,High
33,Varthur,2025,2,2025-02-01,5.0,21.3,16.49,1001.0,16905,27,66.8,High
33,Varthur,2025,3,2025-03-01,9.9,25.0,16.68,1670.0,17461,43,90.5,Critical
33,Varthur,2025,4,2025-04-01,28.1,28.7,16.84,1648.0,18065,50,90.3,Critical
33,Varthur,2025,5,2025-05-01,66.3,30.5,17.0,1635.0,18033,43,94.9,Critical
33,Varthur,2025,6,2025-06-01,81.7,31.5,17.04,1046.0,18049,33,57.9,High
33,Varthur,2025,7,2025-07-01,86.2,30.3,17.09,1062.0,17802,36,60.9,High
33,Varthur,2025,8,2025-08-01,75.6,29.1,16.91,1021.0,17374,38,68.5,High
33,Varthur,2025,9,2025-09-01,149.2,25.0,16.71,1064.0,16421,33,67.6,High
33,Varthur,2025,10,2025-10-01,96.7,22.1,16.53,1028.0,16593,26,58.9,High
33,Varthur,2025,11,2025-11-01,35.1,20.4,16.63,1029.0,16959,27,62.6,High
33,Varthur,2025,12,2025-12-01,9.6,18.4,16.65,1038.0,17426,32,50.9,Medium
33,Varthur,2026,1,2026-01-01,3.0,19.6,16.72,1051.0,17139,39,58.2,High
33,Varthur,2026,2,2026-02-01,4.8,22.7,16.73,980.0,17854,34,64.9,High
33,Varthur,2026,3,2026-03-01,11.8,25.9,16.88,1643.0,18090,41,78.5,Critical
33,Varthur,2026,4,2026-04-01,34.9,28.1,17.11,1599.0,17643,42,79.2,Critical
33,Varthur,2026,5,2026-05-01,65.5,30.0,17.33,1649.0,16581,48,100,Critical
33,Varthur,2026,6,2026-06-01,58.2,31.1,17.42,1008.0,17849,31,70.8,High
34,Hennur,2024,7,2024-07-01,86.5,29.7,15.54,996.0,13755,27,52.2,Medium
34,Hennur,2024,8,2024-08-01,115.7,28.0,15.3,945.0,13762,22,44.0,Medium
34,Hennur,2024,9,2024-09-01,157.1,24.7,15.12,932.0,13680,28,48.3,Medium
34,Hennur,2024,10,2024-10-01,143.1,20.8,14.89,923.0,13839,18,38.5,Medium
34,Hennur,2024,11,2024-11-01,51.0,19.4,14.97,1002.0,14865,19,40.4,Medium
34,Hennur,2024,12,2024-12-01,9.8,18.6,15.06,988.0,13555,19,42.2,Medium
34,Hennur,2025,1,2025-01-01,3.8,19.9,15.14,963.0,13489,20,31.3,Medium
34,Hennur,2025,2,2025-02-01,6.6,21.0,15.17,1005.0,14559,19,47.3,Medium
34,Hennur,2025,3,2025-03-01,12.9,24.4,15.32,1602.0,14850,44,77.2,Critical
34,Hennur,2025,4,2025-04-01,32.1,28.2,15.45,1592.0,14050,37,75.8,Critical
34,Hennur,2025,5,2025-05-01,99.3,30.5,15.58,1607.0,15330,34,74.5,High
34,Hennur,2025,6,2025-06-01,76.6,30.0,15.67,1014.0,14665,21,41.7,Medium
34,Hennur,2025,7,2025-07-01,86.4,29.7,15.74,976.0,13676,26,52.7,Medium
34,Hennur,2025,8,2025-08-01,100.6,27.3,15.52,986.0,15261,18,51.3,Medium
34,Hennur,2025,9,2025-09-01,151.5,24.6,15.26,1003.0,14744,29,46.1,Medium
34,Hennur,2025,10,2025-10-01,111.9,22.2,14.99,938.0,15183,23,42.6,Medium
34,Hennur,2025,11,2025-11-01,42.0,20.4,15.05,1005.0,14756,25,43.6,Medium
34,Hennur,2025,12,2025-12-01,11.4,19.5,15.05,1012.0,14458,30,46.8,Medium
34,Hennur,2026,1,2026-01-01,3.6,19.2,15.12,1002.0,13973,21,41.8,Medium
34,Hennur,2026,2,2026-02-01,7.4,22.0,15.13,986.0,13490,29,37.6,Medium
34,Hennur,2026,3,2026-03-01,12.0,25.3,15.27,1574.0,14439,42,82.6,Critical
34,Hennur,2026,4,2026-04-01,35.9,27.3,15.45,1529.0,14944,44,72.3,High
34,Hennur,2026,5,2026-05-01,82.5,30.3,15.58,1581.0,14090,41,85.6,Critical
34,Hennur,2026,6,2026-06-01,84.1,29.9,15.63,1018.0,15228,22,48.9,Medium
35,Banaswadi,2024,7,2024-07-01,81.1,30.2,13.94,906.0,14907,20,30.0,Medium
35,Banaswadi,2024,8,2024-08-01,103.9,27.3,13.76,948.0,14709,26,36.1,Medium
35,Banaswadi,2024,9,2024-09-01,177.8,25.2,13.49,982.0,14469,27,32.3,Medium
35,Banaswadi,2024,10,2024-10-01,125.0,22.0,13.26,899.0,14238,16,37.0,Medium
35,Banaswadi,2024,11,2024-11-01,40.3,20.5,13.27,893.0,14077,28,44.9,Medium
35,Banaswadi,2024,12,2024-12-01,11.5,18.2,13.34,906.0,13825,19,32.2,Medium
35,Banaswadi,2025,1,2025-01-01,3.0,18.7,13.37,933.0,14173,17,40.1,Medium
35,Banaswadi,2025,2,2025-02-01,7.0,21.8,13.4,947.0,14720,28,45.1,Medium
35,Banaswadi,2025,3,2025-03-01,14.3,23.9,13.61,1500.0,13280,42,61.1,High
35,Banaswadi,2025,4,2025-04-01,43.1,27.0,13.77,1530.0,14113,42,66.0,High
35,Banaswadi,2025,5,2025-05-01,94.6,29.5,13.99,1524.0,13384,35,64.3,High
35,Banaswadi,2025,6,2025-06-01,82.2,30.3,13.99,987.0,13585,28,45.8,Medium
35,Banaswadi,2025,7,2025-07-01,79.5,29.6,14.05,934.0,14307,24,47.5,Medium
35,Banaswadi,2025,8,2025-08-01,104.7,27.4,13.79,974.0,13463,19,38.4,Medium
35,Banaswadi,2025,9,2025-09-01,182.9,25.3,13.52,923.0,14032,18,36.3,Medium
35,Banaswadi,2025,10,2025-10-01,141.6,21.3,13.34,968.0,14506,24,32.0,Medium
35,Banaswadi,2025,11,2025-11-01,40.9,18.7,13.37,897.0,13641,18,37.8,Medium
